0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105
0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105
0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105
0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105
0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.798,0.51,0.798,0.798,0.798,0.798,1.49,0.798,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105,0.105
0.105,0.105,0.105,0.105,0.105,-0.588,-0.588,-1.5,-1.69,-1.15,-0.301,0.547,0.798,0.952,1.06,1.31,1.2,1.76,1.98,2.18,2.05,0.105,-0.588,0.105,0.105,0.105,0.105,0.105
0.105,0.105,0.105,0.105,-1.5,-2.38,-1.89,-1.78,-1.21,-0.332,-0.00539,0.435,0.852,1.08,1.22,1.3,1.3,1.28,1.16,1.25,1.2,0.766,-1.07,-0.994,0.105,0.105,0.105,0.105
-0.588,-0.588,-0.994,-2.2,-3.23,-2.71,-2.48,-1.71,-1.26,-0.794,-0.351,-0.00504,0.271,0.371,0.424,0.423,0.374,0.324,0.178,0.0476,-0.0444,-0.31,-0.763,-0.531,-0.183,0.105,0.105,0.105
-0.588,-0.994,-2.2,-3.23,-2.97,-2.69,-1.89,-1.44,-1.12,-0.613,-0.241,0.0245,0.094,0.0875,0.0455,-0.0385,-0.031,0.00637,-0.0639,-0.134,-0.234,-0.509,-0.69,-1.08,-0.588,0.105,0.105,0.105
-0.588,-1.69,-2.67,-3.53,-2.74,-1.94,-1.49,-1.15,-0.723,-0.312,-0.0485,0.00609,-0.0405,-0.239,-0.379,-0.509,-0.423,-0.268,-0.173,-0.168,-0.31,-0.566,-0.693,-0.884,-1.15,0.105,0.105,0.105
