-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774
-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774
-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,0.616,0.616,0.616,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774
-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774,0.616,0.616,0.616,0.616,1.02,1.02,1.02,1.02,1.02,1.71,1.53,1.31,-0.0774,-0.0774,-0.0774,-0.0774,-0.0774
-0.0774,-0.0774,-0.0774,-0.0774,1.02,1.31,1.31,2,2.32,2.41,1.79,1.39,1.37,1.24,1.02,1.31,1.53,2.66,3.48,3.66,3.79,3.36,3.18,2.41,1.87,-0.0774,-0.0774,-0.0774
-0.0774,-0.0774,-0.0774,-0.0774,1.31,2,2.87,3.32,3.59,3.24,2.35,1.53,1.22,1.04,0.536,0.328,1.03,1.39,2.14,2.72,2.87,3.88,4.46,4.07,3.59,1.53,-0.0774,-0.0774
-0.0774,-0.0774,-0.0774,1.02,2,2.87,2.29,2.23,1.91,1.19,0.696,0.328,-0.229,-0.804,-1.32,-1.44,-1.1,-0.603,-0.0561,0.433,0.947,1.64,3.45,3.71,3.83,2.49,0.616,-0.0774
-0.0774,-0.0774,-0.0774,1.31,2.56,2,1.85,1.24,0.957,0.554,0.169,-0.264,-0.66,-1.06,-1.49,-1.6,-1.27,-0.851,-0.37,0.064,0.403,0.992,1.85,2.09,2.61,2.56,1.31,-0.0774
-0.0774,-0.0774,-0.0774,1.53,1.53,1.44,0.788,0.577,0.414,0.116,-0.189,-0.5,-0.684,-1,-1.39,-1.41,-1.06,-0.69,-0.321,-0.0511,0.24,0.625,1.03,1.88,2.26,2,1.02,-0.0774
-0.0774,-0.0774,-0.0774,1.71,1.2,0.538,0.358,0.266,0.0629,-0.15,-0.353,-0.444,-0.545,-0.756,-1.04,-0.973,-0.633,-0.31,-0.166,-0.00842,0.178,0.418,0.72,1.19,1.94,2,0.616,-0.0774
