-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197
-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197
-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197
-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.89,-0.197,-0.602,0.496,0.363,0.592,-0.0428,-0.0146,-0.0146,0.0907,0.209,0.902,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197
-0.197,-0.197,-0.197,-0.197,0.496,-0.89,-0.197,-0.197,-0.602,-0.708,-0.0916,-0.106,0.0713,0.355,0.289,0.147,-0.00996,0.0907,0.274,0.432,0.411,0.369,0.314,-0.708,-0.197,-0.197,-0.197,-0.197
-0.197,-0.197,0.496,0.496,-0.197,-0.197,0.209,-0.197,-1.11,-2.17,-1.67,-1.44,-1.04,-0.652,-0.57,-0.546,-0.527,-0.462,-0.365,-0.293,-0.466,-0.733,-1.04,-1.7,-1.66,-1.58,-0.602,-0.197
-0.197,-0.197,-0.197,-0.197,-0.89,-0.197,-0.89,-1.64,-2.34,-3.08,-2.31,-1.96,-1.44,-0.961,-0.645,-0.521,-0.437,-0.437,-0.474,-0.536,-0.857,-1.27,-1.93,-2.63,-2.43,-2.28,-1.81,-1.3
-0.197,-0.197,-0.197,0.496,-0.197,-1.11,-1.45,-2.48,-3.02,-3.43,-2.87,-2.21,-1.47,-0.882,-0.475,-0.258,-0.167,-0.249,-0.412,-0.661,-1.19,-1.9,-2.7,-3.26,-3.91,-2.68,-1.99,-1.3
-0.197,-0.197,-0.197,0.496,-0.602,-2.68,-3,-3.07,-3.32,-3.66,-3.24,-2.24,-1.4,-0.642,-0.0555,0.287,0.329,0.042,-0.29,-0.824,-1.73,-2.6,-3.33,-4.85,-4.17,-2.97,-1.99,-0.89
-0.197,0.496,-0.197,0.496,-2.14,-3.09,-3.33,-3.49,-3.6,-3.58,-3.35,-2.24,-1.26,-0.273,0.455,0.923,0.662,0.13,-0.463,-1.17,-2.4,-3.9,-4.69,-4.92,-4.2,-3.03,-0.89,-0.197
-0.197,0.496,-0.197,-0.197,-2.14,-3.33,-3.26,-4.04,-3.52,-3.43,-3.49,-2.36,-1.19,-0.0184,0.773,1.02,0.565,-0.0691,-0.813,-1.82,-3.36,-4.52,-5.15,-4.64,-3.81,-1.45,-0.89,-0.197
-0.197,-0.197,-0.197,-0.197,-2.14,-3.33,-3.29,-3.06,-3.3,-3.55,-3.43,-2.73,-1.19,0.0156,0.742,0.706,0.242,-0.463,-1.33,-2.88,-4.64,-4.63,-4.74,-3.98,-2.9,-1.3,-0.89,-0.89
-0.197,-0.197,-0.197,-0.197,-1.99,-3.09,-2.5,-3.03,-3.33,-3.47,-3.64,-2.92,-1.1,0.0669,0.452,0.314,-0.0627,-0.802,-1.94,-3.54,-5.37,-4.07,-4.07,-3.09,-2.68,-1.58,-0.89,-0.89
-0.197,-0.197,-0.197,-0.197,-1.81,-2.07,-2.43,-3.12,-3.35,-3.41,-3.78,-2.63,-0.837,0.0442,0.168,0.112,-0.271,-1.21,-2.58,-4.61,-4.72,-4.09,-3.53,-2.84,-2.28,-1.58,-0.197,-0.197
-0.197,-0.197,-0.197,-0.197,-0.197,-1.3,-2.45,-3.89,-3.79,-3.58,-3.1,-1.86,-0.534,0.0337,0.0592,-0.00519,-0.567,-1.79,-3.28,-4.11,-3.47,-2.87,-2.97,-2.5,-1.99,-0.197,0.496,-0.197
-0.197,-0.197,-0.197,-0.197,-0.197,-1.81,-2.84,-2.39,-3.09,-3.58,-2.75,-1.24,-0.309,0.0116,0.0638,-0.0265,-0.766,-2.16,-3.33,-3.91,-3.42,-2.72,-2.68,-2.59,-1.99,-0.197,-0.197,-0.197
-0.197,-0.197,-0.197,-0.197,-0.197,-1.45,-1.81,-2.53,-3.36,-3.25,-1.86,-0.823,-0.202,0.0773,0.156,-0.0386,-1.03,-2.52,-3.7,-3.16,-4.2,-3.72,-2.9,-2.5,-1.99,-0.197,-0.197,-0.197
-0.197,-0.197,-0.197,-0.197,-0.602,-1.18,-2.19,-3.29,-3.12,-2.31,-1.22,-0.574,-0.0487,0.293,0.277,-0.159,-1.1,-2.62,-3.27,-3,-3.69,-3.91,-3.46,-2.84,-1.99,-0.197,0.496,-0.197
-0.197,-0.197,-0.197,-0.197,-1.3,-2.9,-2.88,-3.3,-2.69,-1.67,-0.859,-0.334,0.166,0.502,0.421,-0.289,-1.05,-2.23,-2.92,-2.71,-2.87,-2.74,-2.94,-2.28,-1.3,-0.197,0.496,0.902
-0.197,-0.197,-0.197,-0.197,-1.3,-2.8,-3.69,-2.9,-1.86,-1.09,-0.605,-0.0596,0.426,0.602,0.319,-0.293,-1,-2.27,-2.67,-2.75,-2.48,-2.41,-2.47,-1.81,-0.708,0.496,-0.197,0.902
-0.197,-0.197,-0.197,0.496,-0.89,-2.62,-2.46,-1.92,-1.27,-0.826,-0.351,0.0269,0.388,0.386,0.0294,-0.383,-0.956,-2.11,-2.66,-2.72,-2.62,-2.12,-2.03,-1.66,-0.197,1.19,-0.197,-0.197
-0.197,-0.197,-0.197,0.496,-1.11,-2.79,-1.87,-1.48,-0.941,-0.59,-0.358,-0.142,-0.0195,-0.0913,-0.365,-0.609,-0.986,-1.77,-2.43,-2.95,-2.51,-2.37,-2.23,-1.9,-0.197,0.496,0.496,-0.197
-0.197,-0.197,-0.197,0.496,-0.602,-1.96,-1.7,-1.04,-0.652,-0.503,-0.474,-0.443,-0.441,-0.485,-0.556,-0.729,-1.01,-1.66,-2.24,-2.74,-2.53,-2.43,-2.5,-1.45,-0.602,0.496,-0.197,-0.197
-0.197,-0.197,-0.197,-0.197,0.496,-1.25,-1.4,-0.849,-0.501,-0.386,-0.461,-0.636,-0.687,-0.681,-0.621,-0.759,-0.986,-1.49,-2.04,-2.38,-1.99,-2.28,-2.59,-1.3,-0.89,-0.197,-0.197,-0.197
-0.197,-0.197,-0.197,-0.197,-0.197,-1.18,-1.65,-1.33,-1.04,-0.935,-1.02,-1.21,-1.35,-1.3,-1.2,-1.32,-1.65,-1.99,-2.47,-2.56,-2.34,-2.59,-1.3,-0.197,-0.197,-0.197,-0.197,-0.197
-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-1.58,-1.11,-0.757,-1.11,-1.81,-2.5,-1.95,-1.95,-2.39,-2.76,-2.28,-2.14,-1.99,-1.3,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197
-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.89,-0.89,-0.89,-0.197,-0.197,-0.197,-0.197
-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197,-0.197
